Gene	kon	koff	OR	Zero_Zero	FullCorr	FullCorr_Ubiq	Ubiq
Prkar2a	0.87360461	169.5329988	2.252155172				
2310009A05Rik	0.6983443	5.97389592	2.251785714				
Myo1c	1.61914194	46.99751243	2.25				
Sf3b5	1.39112277	16.5175349	2.25				
Srsf7	0.22316285	0.62288167	2.25				
Tmem134	0.9309116	2.23101204	2.25				
Mccc2	0.4573352	58.94377694	2.249249249				
Trim2	0.31498441	3.39181051	2.249249249				
Klhdc2	1.4511799	13.02230079	2.248697917				
Cep68	0.51722952	86.25693057	2.24831309				
Ankrd12	0.62524751	129.1408204	2.24796748				
Etv6	0.58629393	122.369047	2.244897959				
Rcc1	0.27661193	2.11748248	2.244897959				
Acad9	0.61392761	21.5220038	2.244582043				
Senp6	0.44220281	3.41242784	2.243243243				
Ranbp6	0.07731604	1.95248404	2.243107769				
Zfp512	0.34018059	24.73516121	2.242841994				
Setd3	0.22251754	3.02843188	2.241935484				
Ap4s1	0.51862818	48.6068633	2.24071618				
Tmem177	0.21481765	1.90591103	2.24025974				
Acer3	0.48864745	30.47384613	2.24				
Arl2	1.08455018	11.82235737	2.24				
Cept1	0.58232818	13.84651037	2.24				
Kras	0.45883284	1.28183729	2.238095238				
Ctbp2	0.40149307	10.96796447	2.238068182				
Pphln1	1.08151769	3.08324051	2.236651285				
Dtwd1	0.65284295	4.5825546	2.23655914				
Ndrg3	0.61797851	21.06590708	2.2365				
Tnk2	0.33004358	0.4919458	2.236092266				
Gltpd1	0.30574964	0.92567459	2.235647895				
Thap3	0.15672009	0.46422019	2.235647895				
Slc35b1	1.24214365	6.49956286	2.234693878				
Nisch	0.60514605	22.09085794	2.234343434				
Dnlz	1.3675066	33.90813051	2.234113712				
Luc7l3	0.11229497	0.73042764	2.234113712				
Mak16	0.84934303	4.95944029	2.233928571				
Eif2b1	0.63298147	2.68072991	2.232993197				
Rest	0.3199352	2.66915977	2.23180593				
Rbfox2	0.41404266	17.05338235	2.231746032				
Ipo7	1.10236386	445.7274946	2.231447846				
Mthfr	0.33802864	1.30589455	2.231447846				
Elovl6	0.24963506	19.61405901	2.231092437				
1700037H04Rik	0.75381956	110.7683244	2.230769231				
Ndufc2	2.00281388	16.42430181	2.230769231				
Zfp110	0.56635956	77.26854717	2.22972973				
Nmd3	1.10093316	480.0100598	2.228717949				
Urgcp	0.40073616	46.83330417	2.228571429				
Zfp668	0.23899463	3.45122296	2.226890756				
Psmd3	0.84751266	3.00822745	2.226666667				
Vps35	1.99478254	444.2354808	2.226666667				
Cebpg	0.494369751	463.406517	2.2265				
Ctps	1.2983556	102.0749319	2.225				
Pmm2	0.37239375	0.51394822	2.224736048				
Snx25	0.35437169	54.00575716	2.224691358				
Cd97	0.6193159	79.31348723	2.224469161				
Pmepa1	1.22649735	487.559623	2.223529412				
Spire1	0.43392014	24.42346667	2.222778473				
Cyba	0.76508916	11.08139561	2.222727273				
Eif2d	0.37876407	0.72192729	2.222222222				
Tubgcp3	0.49527782	101.5117917	2.221177635				
Amz2	1.03943089	152.4678188	2.221153846				
Crlf3	0.21369954	2.94008282	2.221153846				
Nmral1	0.15795864	8.08301522	2.221153846				
Nxt1	0.41897655	183.055884	2.21875				
1110059G10Rik	0.15237689	20.20767595	2.218181818				
Parva	1.9137208	338.3393074	2.218181818				
Sar1a	1.37964391	4.84953278	2.218181818				
Dsel	0.55895617	13.50869614	2.217391304				
2010012O05Rik	0.91755824	200.9451258	2.216746158				
Qtrt1	0.76351768	299.2822533	2.21618904				
Fitm2	0.16688763	0.26555141	2.216073781				
Tubg2	0.03229219	0.37185456	2.215909091				
Kank2	1.02989389	710.75704	2.215384615				
Ctnnb1	2.0393719	356.2613269	2.21484375				
Dag1	0.27339777	0.87817912	2.214285714				
Pdhx	0.16802627	0.78237612	2.211538462				
Gtf3c2	0.42468121	124.2085805	2.210884354				
Ubxn7	0.34104289	94.49934699	2.210526316				
Edem2	0.6075116	7.28417319	2.210204082				
Cog8	0.37978407	1.1364071	2.209980237				
Gtf3c1	0.40198837	2.10722704	2.208888889				
1110051M20Rik	0.46569046	146.1650965	2.208547009				
Tpst1	0.81781543	201.6480656	2.206896552				
Ptpn23	0.2858591	3.72140351	2.206171108				
Trnp1	0.42094503	2.70699688	2.206060606				
Ppm1f	0.88263556	118.6766043	2.205882353				
Mettl1	0.28003349	2.51433168	2.205029014				
Dlst	0.81427699	4.30132533	2.204836415				
Rnf5	0.65272112	7.52900042	2.204444444				
Zfyve21	0.95881181	6.71617247	2.204301075				
Farsb	1.03382692	107.9877354	2.203947368				
Gm1673	0.24414329	2.27061601	2.203703704				
Rdx	0.90819939	2.61178855	2.203703704				
Mecr	0.25965264	0.64364288	2.203100775				
Plekho2	0.96657723	4.80109056	2.202797203				
Slc16a1	0.43801987	97.0804009	2.202797203				
Ap4b1	0.75414215	153.4981311	2.201911589				
Bap1	0.74930669	2.58761204	2.2				
Tbc1d9b	0.89167996	9.79664478	2.2				
Sec63	0.6099453	5.40193688	2.199672668				
Arhgap5	0.71927318	16.80864279	2.198525241				
Adat2	0.24033103	99.52930132	2.197802198				
Eif2s1	0.20322967	1.07901589	2.197802198				
Zfp12	0.17184103	3.49368123	2.197384067				
Rsrc2	0.41710515	8.97179197	2.196932212				
Itgb1bp1	0.57245257	0.90935443	2.195348837				
Rab43	0.34586448	32.26066617	2.195348837				
Bag6	0.79991459	6.21211661	2.195121951				
Iffo1	0.56205768	8.58230838	2.195121951				
Sh3glb2	0.99761477	176.2157447	2.195095949				
Arid4b	0.57707973	28.92559385	2.193958665				
Mesdc1	0.30560592	1.36541159	2.193601765				
Khdrbs1	0.33907222	41.66052341	2.192592593				
Exosc4	0.65835545	89.53515803	2.191919192				
Dis3l	0.15016951	1.09330478	2.191570881				
Mcat	0.34287641	2.57308215	2.190744215				
Ubr5	0.38097245	1.32019832	2.190669371				
Adipor2	0.44722771	2.58514805	2.186423506				
Polr1a	0.51089709	73.40142668	2.184				
Stk24	0.89064369	32.71080311	2.182945736				
Eif4a3	0.95002707	30.96513526	2.182432432				
Psmc6	1.20263707	72.61796648	2.182432432				
Epb4.1l2	1.01815977	161.601775	2.181405896				
Rit1	0.6183006	9.17554221	2.180357143				
Blzf1	0.51031885	339.525531	2.179487179				
Smcr8	0.08833773	0.18150629	2.179047619				
Lsm12	0.13798026	0.65761458	2.178947368				
Laptm4b	0.3201865	0.86728387	2.178645833				
Matr3	0.43471194	2.7491486	2.178645833				
Vegfc	0.42049943	17.72805827	2.177681473				
Pgam1	0.14463207	0.78420284	2.177339901				
Brd7	0.27422779	0.9317378	2.176470588				
Zfyve16	0.43681427	8.91244412	2.175736961				
Pik3r4	0.0881238	0.32336113	2.174603175				
Rbm38	0.170706	2.59213428	2.173333333				
Tmem11	0.60491515	10.75837034	2.170731707				
Serf1	0.30518764	0.47534424	2.17047817				
Ube2e3	0.5123648	44.66417835	2.170212766				
Ccdc47	0.55017488	1.64221405	2.169590643				
Abhd8	0.24826383	2.13755081	2.168498168				
Sgcb	0.49890044	3.61265426	2.168168168				
Tirap	0.59157858	20.75117865	2.167849899				
Ccdc86	0.53459294	5.54345653	2.167714885				
Adar	0.38986093	2.61382679	2.166666667				
Gtf2h5	1.44530653	4.37659838	2.166666667				
Prcc	0.05570297	2.44843594	2.166666667				
Srrm1	0.44072073	1.8576347	2.166666667				
Fam160a2	0.16338949	0.96840587	2.16564952				
Rala	0.98278921	6.93658796	2.164437451				
Mtdh	0.25378583	0.48355388	2.162004662				
Tmem126a	0.87581557	13.47883882	2.161764706				
Dip2c	0.00213814	0.00629101	2.161490683				
Gcat	0.37101603	13.05765119	2.161036036				
Cdc42se2	0.37473069	2.538568	2.160640496				
Nxn	0.51121275	2.15225524	2.16036036				
Gpr89	0.18467471	2.58924116	2.159709619				
Aldh3a2	0.69865098	154.061476	2.159038902				
Pepd	0.459627995	279.66819	2.158730159				
Timm50	0.69811759	1.27224083	2.158333333				
Chpf2	0.69838323	295.2015531	2.158158158				
Ercc5	0.5383991	126.467274	2.157894737				
Trrap	1.1934843	32.10959589	2.157275021				
Dctd	0.537773308	474.112688	2.157037037				
Rpl5	0.09535825	0.86378739	2.156862745				
Pex7	0.20894823	0.79956516	2.156521739				
Ccdc130	0.09901021	1.5441997	2.155797101				
Hdac7	0.88856325	88.79744486	2.153163152				
Mrps18c	1.49815024	5.74431607	2.15				
Rtf1	0.678299711	413.507217	2.145679012				
Pea15a	1.14046407	18.63330079	2.142857143				
Rab21	0.55850295	4.83860066	2.142857143				
Ufsp2	0.65522772	1.0043718	2.142857143				
1810013L24Rik	1.45795534	186.7206553	2.142105263				
Eif4g3	0.40619457	0.93342092	2.141472868				
Cblb	0.42665588	88.56136888	2.141176471				
Gtf3c5	0.43983394	11.7711354	2.141071429				
Fbxo45	0.11318724	5.20056417	2.140350877				
Diap1	0.35148669	100.6676645	2.13992674				
Chd3	0.445241041	497.731059	2.139498433				
Uba5	0.88319312	248.1219514	2.138836773				
Ankrd24	0.13331294	6.75478494	2.138486312				
Oma1	0.6861994	53.15199034	2.1375				
Cdca4	0.6171674	2.1437931	2.136363636				
Reep4	0.5652347	4.98031184	2.136117936				
Ric8	0.62888574	268.1168638	2.135396518				
Secisbp2l	0.41475074	2.09205685	2.134387352				
Bag5	0.39984247	1.68922951	2.132495164				
Nt5c2	0.27499085	59.44090641	2.132075472				
Tfpi	0.76992455	7.5664092	2.130630631				
Ttc23	0.183235735	145.016057	2.130630631				
Zc3h11a	1.41019504	594.4377841	2.130630631				
Crcp	0.70954479	49.98799076	2.130434783				
Etnk1	0.2968697	4.13357322	2.129501385				
Chchd7	0.09567138	0.44225621	2.129166667				
Ephb4	0.70238046	142.1637301	2.128614158				
Exoc1	0.40002006	13.09882482	2.127858628				
Ash2l	0.35936584	1.00675344	2.126232742				
Mrps9	0.52671981	3.03952302	2.125138427				
Stk16	1.0845484	14.71165929	2.124324324				
Atmin	0.08361127	0.19721399	2.124023438				
Map3k6	0.22199128	79.72714596	2.123100304				
Isy1	0.67776771	8.6516984	2.12244898				
Fyco1	0.46563609	1.55556064	2.122340426				
Arfgef2	0.47096933	4.99757367	2.12195122				
Mtch2	0.30029084	1.53244548	2.12195122				
Zfp746	0.28657656	4.05887128	2.121588089				
Myl12b	0.62996294	9.46373329	2.121212121				
Hs6st1	0.75034371	36.11819149	2.1208577				
Tsn	1.61216442	19.20074259	2.120300752				
Ggps1	0.51509734	218.3865739	2.12				
Lars	0.76388367	48.64324661	2.11965812				
Mrpl18	0.59526448	18.40627983	2.118857143				
Srprb	1.49655149	188.9050281	2.118518519				
Ptk2	1.0326	279.3294109	2.117647059				
Mark2	0.43343147	61.32201723	2.117073171				
Traf2	0.22662468	57.24700489	2.11627907				
Ube3a	0.13040808	0.33055789	2.115207373				
Bcl2l13	0.37321462	1.01052191	2.115079365				
Ergic3	2.32088737	432.9193758	2.114583333				
Spp1	0.224038668	18.3937249	2.114369501				
Ctcf	0.2143375	1.34423547	2.113815789				
Crnkl1	0.58344007	80.93238854	2.111111111				
Med22	0.8906612	38.40996224	2.111111111				
Tead3	0.77322988	183.9216012	2.110344828				
Metrn	0.30646961	66.45421493	2.104761905				
Stk17b	0.25733882	5.53836414	2.104575163				
Eri3	0.93874801	1.6994774	2.103703704				
Nsun5	0.34484971	11.78913932	2.10367893				
Dguok	0.50794887	54.20171159	2.102272727				
Pmp22	1.05944048	125.5087688	2.101293103				
Tmem165	1.18009601	68.98716409	2.100840336				
Bckdha	0.66699717	34.37996066	2.100694444				
Nr3c1	0.84480689	88.71475003	2.100641026				
Slc38a2	0.87007929	23.19199953	2.1				
Cwf19l2	0.60599025	27.79808751	2.099487179				
Klhl25	0.37820481	3.93130227	2.098986285				
Tmem107	0.8269027	23.6375506	2.098507463				
Srsf6	1.53330944	355.2424167	2.096774194				
Cog7	0.42129844	143.9818415	2.095238095				
Ncoa5	0.42988401	62.78585111	2.095238095				
Mrps15	1.52980952	97.14640635	2.094054054				
Fbxw7	0.25884647	16.36354012	2.094009217				
Atp5f1	1.25117647	16.33186925	2.09375				
Eif2a	0.25306949	0.69363556	2.090909091				
Tmem189	0.6323814	113.2865085	2.090643275				
Dnajc14	0.38709624	1.9490488	2.090592334				
Mapkapk3	0.40679706	1.69025824	2.089783282				
Prelid2	0.08998463	8.62704646	2.089460784				
Arfip2	0.24628333	0.85520735	2.088888889				
Hps1	0.5014275	118.8614816	2.087121212				
Prune2	0.421858006	169.154758	2.085655315				
Cpsf6	0.49660107	5.84230421	2.085106383				
Homer3	0.27581279	1.9986338	2.084210526				
Eapp	0.37053663	1.13194182	2.083333333				
Iqcc	0.15653636	0.96924223	2.083333333				
Syncrip	0.6244327	7.97338249	2.083333333				
Ubtd2	0.39342473	1.77211907	2.083091787				
Mtg1	0.34090441	1.78137916	2.082352941				
Fam86	0.19384528	0.43889277	2.080284553				
Pmpcb	1.28014484	326.2263966	2.077058824				
Nr2c2ap	0.44785979	114.5204215	2.076923077				
Snx7	1.02882997	5.1190563	2.076923077				
Tbce	0.11299285	0.65509447	2.076719577				
Cog1	0.47346581	2.24909947	2.076464747				
Serinc1	1.34522499	228.5076461	2.076086957				
Radil	0.6487368	41.81370117	2.076023392				
Fbxo25	0.69093984	3.11349108	2.075561932				
Anapc4	0.949613351	596.785597	2.075246497				
Tcof1	0.27986823	1.27655181	2.073961499				
Nptx2	0.05376294	1.21927446	2.073529412				
Ganab	0.78127127	3.5715909	2.070588235				
Xab2	0.41748184	0.98158705	2.069498069				
Trmt61b	0.19625741	1.88083153	2.069387755				
2700081O15Rik	0.216506232	83.5735112	2.068965517				
Dld	0.77562102	214.1992019	2.068965517				
Psmg4	0.76310122	6.18255202	2.0673944				
Qdpr	0.476164978	300.510412	2.0673944				
Senp5	0.47594338	1.39761401	2.066919791				
Crim1	0.51344796	5.24565919	2.066666667				
Riok2	0.69609425	106.8148523	2.065997131				
2700097O09Rik	0.32158106	6.71653879	2.063492063				
Mfap1b	0.08405945	0.31701895	2.0625				
2410004N09Rik	0.47859837	24.46062378	2.062130178				
Nphp1	0.3923274	4.17925833	2.06052076				
Setd5	0.19641951	1.06990964	2.060156931				
Cdc42bpb	0.55580134	110.2110152	2.059800664				
Drosha	0.90870411	142.0941062	2.0591133				
Mpv17	1.10428823	32.4139243	2.058823529				
Iws1	0.54666281	16.80299152	2.058601134				
Mrps10	0.81899554	3.70152956	2.057291667				
Mark3	0.28560731	1.57645692	2.057142857				
Oxr1	0.64008694	10.01004235	2.055319149				
1700025G04Rik	0.36649829	16.81453501	2.053416149				
Sidt2	0.83488134	12.56275947	2.053225806				
Cabin1	0.56627039	109.9609388	2.052910053				
Gjb3	0.356246173	84.2221211	2.052364865				
Crip1	0.19612939	2.0173164	2.051506849				
Trappc6b	1.24948324	45.21263837	2.04973545				
Lgmn	1.0241326	13.60219294	2.049278846				
Mrpl9	0.95109815	91.96260488	2.049180328				
Clip3	0.61740399	28.96269313	2.047754137				
4933426M11Rik	0.42150505	73.89867439	2.047727273				
Smad2	0.47347014	4.0483806	2.046818727				
Gtf2f2	0.51212752	34.81418629	2.04664723				
Hn1l	0.67228112	68.2392249	2.046351085				
Fam192a	0.32726145	0.94813194	2.044476327				
Zfp330	0.30853904	1.08851995	2.044476327				
Acvr1	0.26897911	1.78441257	2.040740741				
Rab11a	0.27758025	4.24347904	2.040740741				
Fam120b	0.3329828	1.62281561	2.040441176				
Kif5b	1.26162892	15.55107001	2.039215686				
Mrpl39	0.90700618	148.0866694	2.038539554				
Dnaja2	1.23878313	43.57406418	2.037037037				
Mea1	1.17708978	80.69953935	2.037037037				
Chmp1b	0.55320647	5.43045224	2.036087369				
Fam63b	0.23169224	0.89447459	2.035340966				
Nol7	0.69168266	146.1531815	2.034976153				
Cab39	0.6748788	53.42060324	2.034782609				
Acot7	0.842676161	256.364338	2.03256445				
Zbtb4	0.35583284	39.14170164	2.031269543				
Pcnxl3	0.34617345	37.95704646	2.030712531				
Slc35c2	0.37352616	16.65683237	2.030020704				
Nav1	0.38247748	60.17375363	2.028645833				
Ret	0.1221884	24.40990967	2.026666667				
Mtmr3	0.26384278	3.79002651	2.025474255				
Socs2	0.56205488	32.39328358	2.024813896				
Naa15	0.51194166	1.31659908	2.024390244				
E2f4	0.63392733	107.833155	2.023584906				
Drg1	0.93689515	16.03263895	2.023486902				
Morn4	0.16350867	2.91221621	2.023486902				
3110002H16Rik	0.7507219	103.6920024	2.023255814				
Trip12	0.74415865	3.90806254	2.022186147				
Kti12	0.27329108	2.34802895	2.020833333				
Dbr1	0.18014165	0.93474891	2.020634921				
Snd1	0.84034459	194.3648152	2.020408163				
Bptf	0.37748565	0.66064236	2.020084567				
Prkrip1	0.3038085	1.80412507	2.019259259				
Eci2	0.574051345	363.225625	2.018181818				
Pex5	0.6339411	14.18089037	2.017924528				
Bid	0.65347562	3.63331764	2.015853659				
Zfp740	0.3377273	3.37048755	2.015853659				
Ep400	0.32578727	20.53062385	2.014992504				
Stard7	0.6419042	97.03743369	2.014932802				
Ptpn21	0.71256877	408.9596391	2.013574661				
Nudt8	1.21585697	137.4271062	2.012244898				
Ifnar2	0.39243164	1.56271749	2.01183432				
Ndufb3	1.1235489	2.12606772	2.011363636				
Mark1	0.03868597	0.26458991	2.011111111				
Denr	0.29449598	0.89725531	2.010434783				
Thap11	0.16015555	0.66945075	2.009608785				
Slc35a1	0.15984609	0.22951363	2.007936508				
Wibg	0.73205522	8.84084376	2.007272727				
Sec24b	0.75751763	18.82993914	2.006756757				
Chordc1	0.322133	0.46998675	2.005208333				
Cops2	1.45301889	97.17434648	2.005128205				
Gak	0.84442252	364.8390142	2.004830918				
Ndufa8	1.10567339	10.98173114	2.003571429				
Mmp23	0.42235005	2.89727289	2.00284495				
Scaf8	0.31183324	10.18677647	2.002758621				
Med9	0.57176664	89.42660851	2.001417769				
Bfar	0.51409576	2.34003408	2				
Cops3	0.94039211	3.65726001	2				
Ei24	0.85454171	60.51693249	2				
Morc3	0.61206904	130.5091656	2				
Rad21	0.68440283	53.14135711	2				
Rps13	0.58729127	3.31764539	2				
Entpd6	0.5510452	5.78069425	1.998525799				
Myo10	0.68014076	615.822712	1.995073892				
Frg1	0.27459783	0.672908	1.994418605				
Trmt2a	0.44477918	575.239609	1.993809524				
Isca1	0.89132536	356.1057146	1.993243243				
Vps26a	0.9524421	3.48118059	1.991911765				
Smad4	0.24575754	11.92392607	1.991111111				
Rbms2	0.86264243	56.12267985	1.991044776				
Sharpin	0.50548373	6.24101221	1.990243902				
Nes	0.07424229	2.4947164	1.987878788				
Btbd10	0.42388203	2.43763318	1.987647059				
Prdm2	0.40108917	7.11258265	1.985938345				
Itsn2	0.29583991	64.72741478	1.985879332				
Pgm3	0.34072068	5.12325865	1.983126551				
Serf2	0.4092699	3.68944964	1.981692232				
0610009B22Rik	1.16712049	11.79705335	1.981418919				
Gtl3	0.50312174	66.05903757	1.980555556				
Vps72	0.62526815	7.69031564	1.980519481				
Sephs1	1.00320093	125.0095999	1.98				
G3bp2	0.51842071	0.85741211	1.979423868				
Pcid2	0.72326993	78.90544526	1.978723404				
Clpx	1.00966302	7.37047352	1.978424015				
Ppp1r8	0.76891778	168.6603415	1.978095238				
Mtap	0.64054568	7.68866544	1.978021978				
Gpr137	0.112650368	66.0589521	1.977673325				
Rnf34	0.5019402	81.7469289	1.976744186				
Zfp281	0.40803399	211.816576	1.976744186				
Tns3	1.37728493	168.0982498	1.97586727				
Strn3	0.4823237	1.83210197	1.975813953				
Snapc5	0.31564867	3.71113879	1.975051975				
Tsc2	0.70853959	129.6305514	1.974358974				
Tada3	0.58183273	84.51317345	1.972920696				
Sdccag3	0.72167166	5.68315877	1.972222222				
Sh3pxd2a	0.95724012	31.97796686	1.972222222				
Pard6g	0.47104735	12.72365682	1.972136223				
Cbwd1	0.39081721	69.47697925	1.970624235				
Thoc1	1.00694047	16.56531065	1.970315399				
Hiat1	1.02513739	326.9611079	1.968168168				
Cab39l	0.81415408	34.41350221	1.966903073				
Pwp2	0.32245945	2.47093315	1.966903073				
Cdc23	0.50221432	1.34825783	1.965550239				
Tbp	0.47598951	29.97609269	1.964444444				
Rhot1	0.78734822	92.38170518	1.963821892				
Kif3b	0.46396055	146.8537979	1.963414634				
Fbxo9	0.47710701	3.22169874	1.962580645				
Tapt1	0.32725661	3.0261841	1.961386919				
Apitd1	0.19178369	231.946175	1.960784314				
Psmg3	0.4528942	11.82713793	1.960607499				
Smurf2	0.59677785	4.63984402	1.960185185				
Frs2	0.16840712	0.51179386	1.96				
Wdr91	0.140598056	69.6552457	1.96				
Ticam1	0.32359143	1.33331607	1.958132045				
Blcap	0.74221927	14.57476232	1.957671958				
Myo1b	0.441122299	363.857925	1.956571429				
Gde1	0.38226553	1.04067803	1.956400742				
Zscan21	0.50717278	4.5862535	1.955439815				
Lgals1	1.46500053	4.04504356	1.955034213				
Ppp2r2d	0.57526734	1.03156374	1.954166667				
Mex3d	0.0989332	0.47195946	1.952380952				
Plekhj1	0.18597049	0.45071266	1.952195122				
Wrap53	0.03942523	0.12509059	1.951318458				
Hsd17b4	0.77909906	30.17547768	1.951089588				
Zfp593	0.48071066	106.103637	1.951089588				
Drg2	0.841543303	490.419851	1.950752394				
Tgds	0.62603097	2.67971076	1.95065312				
Cript	1.44189488	273.0737741	1.948387097				
Glyr1	0.732239622	307.424733	1.948051948				
Mrpl3	1.17864657	4.83860342	1.947890819				
Gpr180	0.55092331	3.06820719	1.946428571				
Ldb3	0.10437147	1.31758119	1.944444444				
Atp8b2	0.92398392	106.1158842	1.944316613				
Rnf2	0.44289478	2.05302505	1.943333333				
Prrc1	0.57309526	1.6625462	1.942684766				
Slc38a7	0.58645262	100.8182119	1.942684766				
Ap1b1	0.53690551	7.31416817	1.94247584				
Ino80e	0.70648511	5.66832719	1.941964286				
Rb1cc1	1.31941251	11.54032104	1.941176471				
Cdk10	0.38035638	23.36062795	1.940625				
Mogat2	0.012227165	9.9633462	1.94				
Ccdc97	0.32287976	1.43368023	1.93986014				
Zeb1	0.54755805	12.46049186	1.939393939				
Atg12	0.78680517	27.57932674	1.938461538				
Mpp5	0.52953554	47.70475327	1.938461538				
Zxdc	0.2773185	1.34422133	1.937984496				
Fbxo38	0.52533448	210.978767	1.935203095				
Rnf139	0.1154281	0.44627579	1.933497537				
Sec14l1	0.35433972	1.18885884	1.933300395				
Eci1	0.61509337	3.04579404	1.932898416				
Prpf38a	0.55074096	76.15033023	1.932811781				
Fis1	0.26513088	1.24965113	1.932249322				
Mrps35	0.57907335	3.58615989	1.931865828				
Erlin2	1.17140087	6.417143	1.931707317				
Pbrm1	1.13916771	14.18090993	1.93163752				
2810428I15Rik	0.2043172	2.05940289	1.930501931				
